"StichtagDatJahr","QuarSort","QuarCd","QuarLang","SteuerTarifSort","SteuerTarifCd","SteuerTarifLang","SteuerVermoegen_p50","SteuerVermoegen_p25","SteuerVermoegen_p75"
2015,74,"074","Witikon",0,"00","Grundtarif",75,6,395.5
2015,74,"074","Witikon",1,"01","Verheiratetentarif",371.5,84,1241
2015,74,"074","Witikon",2,"02","Einelternfamilientarif",61,5,247
2015,81,"081","Seefeld",0,"00","Grundtarif",76,8,306
2015,81,"081","Seefeld",1,"01","Verheiratetentarif",367,100,1005
2015,81,"081","Seefeld",2,"02","Einelternfamilientarif",98,11.5,414
2015,82,"082","Mühlebach",0,"00","Grundtarif",60,5,278
2015,82,"082","Mühlebach",1,"01","Verheiratetentarif",356,94.5,1114.5
2015,82,"082","Mühlebach",2,"02","Einelternfamilientarif",59.5,3.5,239
2015,83,"083","Weinegg",0,"00","Grundtarif",54,5,281
2015,83,"083","Weinegg",1,"01","Verheiratetentarif",326,59,1222
2015,83,"083","Weinegg",2,"02","Einelternfamilientarif",54,4,313
2015,91,"091","Albisrieden",0,"00","Grundtarif",35,1,163
2015,91,"091","Albisrieden",1,"01","Verheiratetentarif",144,18,450
2015,91,"091","Albisrieden",2,"02","Einelternfamilientarif",21,0,120
2015,92,"092","Altstetten",0,"00","Grundtarif",17,0,101
2015,92,"092","Altstetten",1,"01","Verheiratetentarif",45,0,241.5
2015,92,"092","Altstetten",2,"02","Einelternfamilientarif",4,0,49
2015,101,"101","Höngg",0,"00","Grundtarif",55,6,265
2015,101,"101","Höngg",1,"01","Verheiratetentarif",259,61,760
2015,101,"101","Höngg",2,"02","Einelternfamilientarif",44,1,168.5
2015,102,"102","Wipkingen",0,"00","Grundtarif",36,3,155
2015,102,"102","Wipkingen",1,"01","Verheiratetentarif",145.5,18,477
2015,102,"102","Wipkingen",2,"02","Einelternfamilientarif",44,2,161
2015,111,"111","Affoltern",0,"00","Grundtarif",18,0,100
2015,111,"111","Affoltern",1,"01","Verheiratetentarif",68,2,267
2015,111,"111","Affoltern",2,"02","Einelternfamilientarif",3,0,37
2015,115,"115","Oerlikon",0,"00","Grundtarif",34,1,162
2015,115,"115","Oerlikon",1,"01","Verheiratetentarif",134,9,458.5
2015,115,"115","Oerlikon",2,"02","Einelternfamilientarif",15,0,149
2015,119,"119","Seebach",0,"00","Grundtarif",16,0,98
2015,119,"119","Seebach",1,"01","Verheiratetentarif",52,0,251
2015,119,"119","Seebach",2,"02","Einelternfamilientarif",2,0,38
2015,121,"121","Saatlen",0,"00","Grundtarif",12,0,72
2015,121,"121","Saatlen",1,"01","Verheiratetentarif",31,0,176
2015,121,"121","Saatlen",2,"02","Einelternfamilientarif",3,0,32
2015,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",12,0,83
2015,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",18,0,178
2015,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",0,0,11
2015,123,"123","Hirzenbach",0,"00","Grundtarif",12,0,68
2015,123,"123","Hirzenbach",1,"01","Verheiratetentarif",21,0,141
2015,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",0,0,14
2016,11,"011","Rathaus",0,"00","Grundtarif",47,1,276
2016,11,"011","Rathaus",1,"01","Verheiratetentarif",373,71,1438
2016,11,"011","Rathaus",2,"02","Einelternfamilientarif",115,10,320
2016,12,"012","Hochschulen",0,"00","Grundtarif",57,6,312.5
2016,12,"012","Hochschulen",1,"01","Verheiratetentarif",647,197,2215
2016,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2016,13,"013","Lindenhof",0,"00","Grundtarif",80,5,410
2016,13,"013","Lindenhof",1,"01","Verheiratetentarif",614,157,1714
2016,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2016,14,"014","City",0,"00","Grundtarif",28,1,133
2016,14,"014","City",1,"01","Verheiratetentarif",193,39,997
2016,14,"014","City",2,"02","Einelternfamilientarif",,,
2016,21,"021","Wollishofen",0,"00","Grundtarif",44,5,208
2016,21,"021","Wollishofen",1,"01","Verheiratetentarif",218,48.5,655.5
2016,21,"021","Wollishofen",2,"02","Einelternfamilientarif",30,1.5,161
2016,23,"023","Leimbach",0,"00","Grundtarif",28,0,147
2016,23,"023","Leimbach",1,"01","Verheiratetentarif",117,14,398
2016,23,"023","Leimbach",2,"02","Einelternfamilientarif",5.5,0,57
2016,24,"024","Enge",0,"00","Grundtarif",73,7,327
2016,24,"024","Enge",1,"01","Verheiratetentarif",348.5,76.5,1244
2016,24,"024","Enge",2,"02","Einelternfamilientarif",78,2.5,291
2016,31,"031","Alt-Wiedikon",0,"00","Grundtarif",44,3,182
2016,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",176,26,541
2016,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",66,4,264
2016,33,"033","Friesenberg",0,"00","Grundtarif",21,0,107
2016,33,"033","Friesenberg",1,"01","Verheiratetentarif",113,12,317
2016,33,"033","Friesenberg",2,"02","Einelternfamilientarif",30,0,102
2016,34,"034","Sihlfeld",0,"00","Grundtarif",27,0,121
2016,34,"034","Sihlfeld",1,"01","Verheiratetentarif",65,0,271
2016,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",21,0,107
2016,41,"041","Werd",0,"00","Grundtarif",32,1,130
2016,41,"041","Werd",1,"01","Verheiratetentarif",107,8,424
2016,41,"041","Werd",2,"02","Einelternfamilientarif",80.5,7,185
2016,42,"042","Langstrasse",0,"00","Grundtarif",18,0,93
2016,42,"042","Langstrasse",1,"01","Verheiratetentarif",56.5,0,276
2016,42,"042","Langstrasse",2,"02","Einelternfamilientarif",22,0,164
2016,44,"044","Hard",0,"00","Grundtarif",11,0,70
2016,44,"044","Hard",1,"01","Verheiratetentarif",16,0,116
2016,44,"044","Hard",2,"02","Einelternfamilientarif",2,0,54
2016,51,"051","Gewerbeschule",0,"00","Grundtarif",25,0,119
2016,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",80,1,299.5
2016,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",41,2,180.5
2016,52,"052","Escher Wyss",0,"00","Grundtarif",49,6,187
2016,52,"052","Escher Wyss",1,"01","Verheiratetentarif",244.5,53,689.5
2016,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",74,3,279
2016,61,"061","Unterstrass",0,"00","Grundtarif",45,4,185.5
2016,61,"061","Unterstrass",1,"01","Verheiratetentarif",201.5,38,568
2016,61,"061","Unterstrass",2,"02","Einelternfamilientarif",44,1,170
2016,63,"063","Oberstrass",0,"00","Grundtarif",73,10,321
2016,63,"063","Oberstrass",1,"01","Verheiratetentarif",513,154,1463
2016,63,"063","Oberstrass",2,"02","Einelternfamilientarif",146,30,493
2016,71,"071","Fluntern",0,"00","Grundtarif",107,12,597
2016,71,"071","Fluntern",1,"01","Verheiratetentarif",819,205.5,2461.5
2016,71,"071","Fluntern",2,"02","Einelternfamilientarif",167,16,778
2016,72,"072","Hottingen",0,"00","Grundtarif",80.5,10,420
2016,72,"072","Hottingen",1,"01","Verheiratetentarif",554.5,153.5,1761
2016,72,"072","Hottingen",2,"02","Einelternfamilientarif",150,31,548
2016,73,"073","Hirslanden",0,"00","Grundtarif",65,9,314
2016,73,"073","Hirslanden",1,"01","Verheiratetentarif",401,114,1359
2016,73,"073","Hirslanden",2,"02","Einelternfamilientarif",86,8,377
2016,74,"074","Witikon",0,"00","Grundtarif",79.5,8,406
2016,74,"074","Witikon",1,"01","Verheiratetentarif",370,85,1236
2016,74,"074","Witikon",2,"02","Einelternfamilientarif",61,6,248
2016,81,"081","Seefeld",0,"00","Grundtarif",77.5,9,313.5
2016,81,"081","Seefeld",1,"01","Verheiratetentarif",368.5,98,1063
2016,81,"081","Seefeld",2,"02","Einelternfamilientarif",100.5,10,396
2016,82,"082","Mühlebach",0,"00","Grundtarif",59,6,289
2016,82,"082","Mühlebach",1,"01","Verheiratetentarif",377,93,1137
2016,82,"082","Mühlebach",2,"02","Einelternfamilientarif",72,7.5,238.5
2016,83,"083","Weinegg",0,"00","Grundtarif",58,5,291
2016,83,"083","Weinegg",1,"01","Verheiratetentarif",339,68,1203
2016,83,"083","Weinegg",2,"02","Einelternfamilientarif",75,17,390
2016,91,"091","Albisrieden",0,"00","Grundtarif",35,2,160
2016,91,"091","Albisrieden",1,"01","Verheiratetentarif",150,23,445.5
2016,91,"091","Albisrieden",2,"02","Einelternfamilientarif",29,0,148
2016,92,"092","Altstetten",0,"00","Grundtarif",19,0,110
2016,92,"092","Altstetten",1,"01","Verheiratetentarif",59,0,259
2016,92,"092","Altstetten",2,"02","Einelternfamilientarif",7,0,64.5
2016,101,"101","Höngg",0,"00","Grundtarif",56,6,274
2016,101,"101","Höngg",1,"01","Verheiratetentarif",263,66,765
2016,101,"101","Höngg",2,"02","Einelternfamilientarif",53,3,195
2016,102,"102","Wipkingen",0,"00","Grundtarif",39,3,159
2016,102,"102","Wipkingen",1,"01","Verheiratetentarif",171,29,552
2016,102,"102","Wipkingen",2,"02","Einelternfamilientarif",50,3,171
2016,111,"111","Affoltern",0,"00","Grundtarif",18,0,104
2016,111,"111","Affoltern",1,"01","Verheiratetentarif",73,2,281
2016,111,"111","Affoltern",2,"02","Einelternfamilientarif",4,0,48
2016,115,"115","Oerlikon",0,"00","Grundtarif",36,2,163
2016,115,"115","Oerlikon",1,"01","Verheiratetentarif",147,16,497
2016,115,"115","Oerlikon",2,"02","Einelternfamilientarif",25,0,172.5
2016,119,"119","Seebach",0,"00","Grundtarif",16,0,102
2016,119,"119","Seebach",1,"01","Verheiratetentarif",59,0,267
2016,119,"119","Seebach",2,"02","Einelternfamilientarif",3,0,38
2016,121,"121","Saatlen",0,"00","Grundtarif",12,0,76
2016,121,"121","Saatlen",1,"01","Verheiratetentarif",37,0,197
2016,121,"121","Saatlen",2,"02","Einelternfamilientarif",3,0,39
2016,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",12,0,85
2016,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",24,0,213
2016,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",0,0,14
2016,123,"123","Hirzenbach",0,"00","Grundtarif",11,0,67
2016,123,"123","Hirzenbach",1,"01","Verheiratetentarif",30,0,162
2016,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",0,0,17
2017,11,"011","Rathaus",0,"00","Grundtarif",41,2,266
2017,11,"011","Rathaus",1,"01","Verheiratetentarif",413,92,1597
2017,11,"011","Rathaus",2,"02","Einelternfamilientarif",72,6,474
2017,12,"012","Hochschulen",0,"00","Grundtarif",62,10,349.5
2017,12,"012","Hochschulen",1,"01","Verheiratetentarif",621,121,2219.5
2017,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2017,13,"013","Lindenhof",0,"00","Grundtarif",88,6,429.5
2017,13,"013","Lindenhof",1,"01","Verheiratetentarif",551.5,138,1768
2017,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2017,14,"014","City",0,"00","Grundtarif",25,0,143
2017,14,"014","City",1,"01","Verheiratetentarif",221,37,1017
2017,14,"014","City",2,"02","Einelternfamilientarif",,,
2017,21,"021","Wollishofen",0,"00","Grundtarif",43,4,208
2017,21,"021","Wollishofen",1,"01","Verheiratetentarif",227,46,669
2017,21,"021","Wollishofen",2,"02","Einelternfamilientarif",29,1,148
2017,23,"023","Leimbach",0,"00","Grundtarif",28,1,149
2017,23,"023","Leimbach",1,"01","Verheiratetentarif",131,13,446
2017,23,"023","Leimbach",2,"02","Einelternfamilientarif",10.5,0,80
2017,24,"024","Enge",0,"00","Grundtarif",72.5,7,327.5
2017,24,"024","Enge",1,"01","Verheiratetentarif",379,93,1296
2017,24,"024","Enge",2,"02","Einelternfamilientarif",91,9,328
2017,31,"031","Alt-Wiedikon",0,"00","Grundtarif",42,3,186
2017,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",190,29,595
2017,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",61.5,3,306
2017,33,"033","Friesenberg",0,"00","Grundtarif",21,0,110
2017,33,"033","Friesenberg",1,"01","Verheiratetentarif",119,15,336
2017,33,"033","Friesenberg",2,"02","Einelternfamilientarif",28,1,111
2017,34,"034","Sihlfeld",0,"00","Grundtarif",30,1,129
2017,34,"034","Sihlfeld",1,"01","Verheiratetentarif",85,3,321.5
2017,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",22,0,109.5
2017,41,"041","Werd",0,"00","Grundtarif",34,2,146
2017,41,"041","Werd",1,"01","Verheiratetentarif",119,6,427
2017,41,"041","Werd",2,"02","Einelternfamilientarif",71,10,296
2017,42,"042","Langstrasse",0,"00","Grundtarif",20,0,101
2017,42,"042","Langstrasse",1,"01","Verheiratetentarif",86.2,2,380
2017,42,"042","Langstrasse",2,"02","Einelternfamilientarif",40,0,171.5
2017,44,"044","Hard",0,"00","Grundtarif",13,0,76
2017,44,"044","Hard",1,"01","Verheiratetentarif",23,0,137.5
2017,44,"044","Hard",2,"02","Einelternfamilientarif",3,0,55
2017,51,"051","Gewerbeschule",0,"00","Grundtarif",25,0,125
2017,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",95,2,364
2017,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",32.5,1,164
2017,52,"052","Escher Wyss",0,"00","Grundtarif",55,7,201
2017,52,"052","Escher Wyss",1,"01","Verheiratetentarif",264,82,740
2017,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",84,5.5,310.5
2017,61,"061","Unterstrass",0,"00","Grundtarif",44,4,186
2017,61,"061","Unterstrass",1,"01","Verheiratetentarif",207.5,42,593
2017,61,"061","Unterstrass",2,"02","Einelternfamilientarif",51,3,193
2017,63,"063","Oberstrass",0,"00","Grundtarif",72,9,336
2017,63,"063","Oberstrass",1,"01","Verheiratetentarif",530,149,1541
2017,63,"063","Oberstrass",2,"02","Einelternfamilientarif",133,27,481
2017,71,"071","Fluntern",0,"00","Grundtarif",106,12,595
2017,71,"071","Fluntern",1,"01","Verheiratetentarif",875,223,2629
2017,71,"071","Fluntern",2,"02","Einelternfamilientarif",204,35,804
2017,72,"072","Hottingen",0,"00","Grundtarif",82,10,427
2017,72,"072","Hottingen",1,"01","Verheiratetentarif",607,164,1829
2017,72,"072","Hottingen",2,"02","Einelternfamilientarif",167,27.5,532.5
2017,73,"073","Hirslanden",0,"00","Grundtarif",68,10,317
2017,73,"073","Hirslanden",1,"01","Verheiratetentarif",419,109.5,1342
2017,73,"073","Hirslanden",2,"02","Einelternfamilientarif",72,7,419
2017,74,"074","Witikon",0,"00","Grundtarif",78,8,428.5
2017,74,"074","Witikon",1,"01","Verheiratetentarif",385,89,1297
2017,74,"074","Witikon",2,"02","Einelternfamilientarif",57,7,265
2017,81,"081","Seefeld",0,"00","Grundtarif",79,11,338
2017,81,"081","Seefeld",1,"01","Verheiratetentarif",394,113,1124
2017,81,"081","Seefeld",2,"02","Einelternfamilientarif",100,4,386
2017,82,"082","Mühlebach",0,"00","Grundtarif",67.5,7,303.5
2017,82,"082","Mühlebach",1,"01","Verheiratetentarif",448,119,1410
2017,82,"082","Mühlebach",2,"02","Einelternfamilientarif",70,5,307
2017,83,"083","Weinegg",0,"00","Grundtarif",59,6,298
2017,83,"083","Weinegg",1,"01","Verheiratetentarif",322.5,71,1277
2017,83,"083","Weinegg",2,"02","Einelternfamilientarif",95,21,420
2017,91,"091","Albisrieden",0,"00","Grundtarif",36,2,162
2017,91,"091","Albisrieden",1,"01","Verheiratetentarif",157,25,459
2017,91,"091","Albisrieden",2,"02","Einelternfamilientarif",30,0,162
2017,92,"092","Altstetten",0,"00","Grundtarif",20,0,114
2017,92,"092","Altstetten",1,"01","Verheiratetentarif",66,0,290
2017,92,"092","Altstetten",2,"02","Einelternfamilientarif",6,0,73
2017,101,"101","Höngg",0,"00","Grundtarif",56,6,275
2017,101,"101","Höngg",1,"01","Verheiratetentarif",273,70,789
2017,101,"101","Höngg",2,"02","Einelternfamilientarif",51,3,213
2017,102,"102","Wipkingen",0,"00","Grundtarif",39,3,165
2017,102,"102","Wipkingen",1,"01","Verheiratetentarif",187,34.5,568.5
2017,102,"102","Wipkingen",2,"02","Einelternfamilientarif",61,5,225
2017,111,"111","Affoltern",0,"00","Grundtarif",18,0,110
2017,111,"111","Affoltern",1,"01","Verheiratetentarif",76,2,300
2017,111,"111","Affoltern",2,"02","Einelternfamilientarif",4,0,53
2017,115,"115","Oerlikon",0,"00","Grundtarif",35,2,158
2017,115,"115","Oerlikon",1,"01","Verheiratetentarif",166,19,538
2017,115,"115","Oerlikon",2,"02","Einelternfamilientarif",35,0,197
2017,119,"119","Seebach",0,"00","Grundtarif",16,0,101
2017,119,"119","Seebach",1,"01","Verheiratetentarif",63,1,289.5
2017,119,"119","Seebach",2,"02","Einelternfamilientarif",3,0,39
2017,121,"121","Saatlen",0,"00","Grundtarif",11,0,72
2017,121,"121","Saatlen",1,"01","Verheiratetentarif",42,0,223.5
2017,121,"121","Saatlen",2,"02","Einelternfamilientarif",5,0,42
2017,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",13,0,93
2017,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",26,0,210
2017,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",0,0,12
2017,123,"123","Hirzenbach",0,"00","Grundtarif",13,0,69
2017,123,"123","Hirzenbach",1,"01","Verheiratetentarif",40,0,178
2017,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",1,0,22
2018,11,"011","Rathaus",0,"00","Grundtarif",43,2,283
2018,11,"011","Rathaus",1,"01","Verheiratetentarif",400,79,1517
2018,11,"011","Rathaus",2,"02","Einelternfamilientarif",80,2,532
2018,12,"012","Hochschulen",0,"00","Grundtarif",53.5,4,292
2018,12,"012","Hochschulen",1,"01","Verheiratetentarif",584,199,2112
2018,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2018,13,"013","Lindenhof",0,"00","Grundtarif",80,5,402
2018,13,"013","Lindenhof",1,"01","Verheiratetentarif",509,156,1799
2018,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2018,14,"014","City",0,"00","Grundtarif",21,1,156
2018,14,"014","City",1,"01","Verheiratetentarif",225,41,895
2018,14,"014","City",2,"02","Einelternfamilientarif",,,
2018,21,"021","Wollishofen",0,"00","Grundtarif",43,4,198
2018,21,"021","Wollishofen",1,"01","Verheiratetentarif",211,41,640
2018,21,"021","Wollishofen",2,"02","Einelternfamilientarif",38,2,187
2018,23,"023","Leimbach",0,"00","Grundtarif",25,0,153
2018,23,"023","Leimbach",1,"01","Verheiratetentarif",131,13,434
2018,23,"023","Leimbach",2,"02","Einelternfamilientarif",11.5,0,104
2018,24,"024","Enge",0,"00","Grundtarif",69,7,329
2018,24,"024","Enge",1,"01","Verheiratetentarif",376,99,1177
2018,24,"024","Enge",2,"02","Einelternfamilientarif",100,15,289
2018,31,"031","Alt-Wiedikon",0,"00","Grundtarif",43.5,4,183
2018,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",202,28,631
2018,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",65,8,282
2018,33,"033","Friesenberg",0,"00","Grundtarif",22,0,113
2018,33,"033","Friesenberg",1,"01","Verheiratetentarif",120,15,342
2018,33,"033","Friesenberg",2,"02","Einelternfamilientarif",28,0,113
2018,34,"034","Sihlfeld",0,"00","Grundtarif",31,1,132
2018,34,"034","Sihlfeld",1,"01","Verheiratetentarif",90,4,320
2018,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",25,0,128
2018,41,"041","Werd",0,"00","Grundtarif",38,2,148
2018,41,"041","Werd",1,"01","Verheiratetentarif",149.5,6,472
2018,41,"041","Werd",2,"02","Einelternfamilientarif",52.5,6.5,171
2018,42,"042","Langstrasse",0,"00","Grundtarif",21,0,103
2018,42,"042","Langstrasse",1,"01","Verheiratetentarif",115,5,451
2018,42,"042","Langstrasse",2,"02","Einelternfamilientarif",50.5,0,187.5
2018,44,"044","Hard",0,"00","Grundtarif",14,0,78
2018,44,"044","Hard",1,"01","Verheiratetentarif",25,0,139
2018,44,"044","Hard",2,"02","Einelternfamilientarif",6,0,64
2018,51,"051","Gewerbeschule",0,"00","Grundtarif",27,1,127
2018,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",97,1,367
2018,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",49,1,170
2018,52,"052","Escher Wyss",0,"00","Grundtarif",56,7,202
2018,52,"052","Escher Wyss",1,"01","Verheiratetentarif",291,86,774
2018,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",100,8,323
2018,61,"061","Unterstrass",0,"00","Grundtarif",44,4,183
2018,61,"061","Unterstrass",1,"01","Verheiratetentarif",212,45,620
2018,61,"061","Unterstrass",2,"02","Einelternfamilientarif",56,4,185
2018,63,"063","Oberstrass",0,"00","Grundtarif",72,10,333
2018,63,"063","Oberstrass",1,"01","Verheiratetentarif",544,150,1669
2018,63,"063","Oberstrass",2,"02","Einelternfamilientarif",134,23,452
2018,71,"071","Fluntern",0,"00","Grundtarif",100,10,529
2018,71,"071","Fluntern",1,"01","Verheiratetentarif",752,209,2453
2018,71,"071","Fluntern",2,"02","Einelternfamilientarif",228,31,777
2018,72,"072","Hottingen",0,"00","Grundtarif",85,10,424
2018,72,"072","Hottingen",1,"01","Verheiratetentarif",578,158,1778
2018,72,"072","Hottingen",2,"02","Einelternfamilientarif",201,41,589
2018,73,"073","Hirslanden",0,"00","Grundtarif",66,10,308
2018,73,"073","Hirslanden",1,"01","Verheiratetentarif",374,104,1281
2018,73,"073","Hirslanden",2,"02","Einelternfamilientarif",70,8,277
2018,74,"074","Witikon",0,"00","Grundtarif",74,8,409.5
2018,74,"074","Witikon",1,"01","Verheiratetentarif",380,83,1231
2018,74,"074","Witikon",2,"02","Einelternfamilientarif",73,7,272
2018,81,"081","Seefeld",0,"00","Grundtarif",83,11,340.5
2018,81,"081","Seefeld",1,"01","Verheiratetentarif",403,107.5,1150
2018,81,"081","Seefeld",2,"02","Einelternfamilientarif",108,12.5,363.5
2018,82,"082","Mühlebach",0,"00","Grundtarif",67,7,300
2018,82,"082","Mühlebach",1,"01","Verheiratetentarif",424,115,1190
2018,82,"082","Mühlebach",2,"02","Einelternfamilientarif",73,4,330
2018,83,"083","Weinegg",0,"00","Grundtarif",61,6,296
2018,83,"083","Weinegg",1,"01","Verheiratetentarif",315,64,1217
2018,83,"083","Weinegg",2,"02","Einelternfamilientarif",105,18,442
2018,91,"091","Albisrieden",0,"00","Grundtarif",36,2,164
2018,91,"091","Albisrieden",1,"01","Verheiratetentarif",160,27,456
2018,91,"091","Albisrieden",2,"02","Einelternfamilientarif",40,1,174
2018,92,"092","Altstetten",0,"00","Grundtarif",22,0,113
2018,92,"092","Altstetten",1,"01","Verheiratetentarif",71,1,291
2018,92,"092","Altstetten",2,"02","Einelternfamilientarif",5,0,66
2018,101,"101","Höngg",0,"00","Grundtarif",55,6,271
2018,101,"101","Höngg",1,"01","Verheiratetentarif",268,63,762
2018,101,"101","Höngg",2,"02","Einelternfamilientarif",51.5,2,224.5
2018,102,"102","Wipkingen",0,"00","Grundtarif",40,4,164
2018,102,"102","Wipkingen",1,"01","Verheiratetentarif",202,41,601
2018,102,"102","Wipkingen",2,"02","Einelternfamilientarif",63,8,220
2018,111,"111","Affoltern",0,"00","Grundtarif",18,0,107
2018,111,"111","Affoltern",1,"01","Verheiratetentarif",76,2,298
2018,111,"111","Affoltern",2,"02","Einelternfamilientarif",4,0,55
2018,115,"115","Oerlikon",0,"00","Grundtarif",36,2,165
2018,115,"115","Oerlikon",1,"01","Verheiratetentarif",168,21,549
2018,115,"115","Oerlikon",2,"02","Einelternfamilientarif",44,0,189
2018,119,"119","Seebach",0,"00","Grundtarif",16,0,104
2018,119,"119","Seebach",1,"01","Verheiratetentarif",68,2,279
2018,119,"119","Seebach",2,"02","Einelternfamilientarif",3,0,42
2018,121,"121","Saatlen",0,"00","Grundtarif",10,0,73
2018,121,"121","Saatlen",1,"01","Verheiratetentarif",46,0,229
2018,121,"121","Saatlen",2,"02","Einelternfamilientarif",4,0,36
2018,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",13,0,89
2018,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",35,0,222
2018,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",0,0,21
2018,123,"123","Hirzenbach",0,"00","Grundtarif",12,0,69
2018,123,"123","Hirzenbach",1,"01","Verheiratetentarif",37,0,179
2018,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",1,0,25
2019,11,"011","Rathaus",0,"00","Grundtarif",49,2,293
2019,11,"011","Rathaus",1,"01","Verheiratetentarif",445,87.5,1630.5
2019,11,"011","Rathaus",2,"02","Einelternfamilientarif",97.5,4,550
2019,12,"012","Hochschulen",0,"00","Grundtarif",54.5,2,319
2019,12,"012","Hochschulen",1,"01","Verheiratetentarif",674.5,139.5,1965.5
2019,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2019,13,"013","Lindenhof",0,"00","Grundtarif",79,10.5,436.5
2019,13,"013","Lindenhof",1,"01","Verheiratetentarif",553,195,1959
2019,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2019,14,"014","City",0,"00","Grundtarif",23,1,148
2019,14,"014","City",1,"01","Verheiratetentarif",254,44,929
2019,14,"014","City",2,"02","Einelternfamilientarif",,,
2019,21,"021","Wollishofen",0,"00","Grundtarif",44,4,205
2019,21,"021","Wollishofen",1,"01","Verheiratetentarif",216,45,655
2019,21,"021","Wollishofen",2,"02","Einelternfamilientarif",43,2,192
2019,23,"023","Leimbach",0,"00","Grundtarif",27,0,151
2019,23,"023","Leimbach",1,"01","Verheiratetentarif",150,16,453
2019,23,"023","Leimbach",2,"02","Einelternfamilientarif",12,0,87
2019,24,"024","Enge",0,"00","Grundtarif",71.5,8,346
2019,24,"024","Enge",1,"01","Verheiratetentarif",424,110,1257
2019,24,"024","Enge",2,"02","Einelternfamilientarif",103,22,409
2019,31,"031","Alt-Wiedikon",0,"00","Grundtarif",48,4,200
2019,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",214,33,672
2019,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",68,6,281
2019,33,"033","Friesenberg",0,"00","Grundtarif",22,0,115.5
2019,33,"033","Friesenberg",1,"01","Verheiratetentarif",119.5,15,347
2019,33,"033","Friesenberg",2,"02","Einelternfamilientarif",29,0,119
2019,34,"034","Sihlfeld",0,"00","Grundtarif",32,2,138
2019,34,"034","Sihlfeld",1,"01","Verheiratetentarif",93,6,355
2019,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",35,0,140
2019,41,"041","Werd",0,"00","Grundtarif",42,3,164
2019,41,"041","Werd",1,"01","Verheiratetentarif",161,9,530
2019,41,"041","Werd",2,"02","Einelternfamilientarif",72,8,209
2019,42,"042","Langstrasse",0,"00","Grundtarif",23,0,116
2019,42,"042","Langstrasse",1,"01","Verheiratetentarif",135,9,493
2019,42,"042","Langstrasse",2,"02","Einelternfamilientarif",70,1.5,214
2019,44,"044","Hard",0,"00","Grundtarif",15,0,82
2019,44,"044","Hard",1,"01","Verheiratetentarif",29,0,144
2019,44,"044","Hard",2,"02","Einelternfamilientarif",8,0,90
2019,51,"051","Gewerbeschule",0,"00","Grundtarif",29,1,133
2019,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",113,6,420.5
2019,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",49,2.5,166
2019,52,"052","Escher Wyss",0,"00","Grundtarif",65,7,234
2019,52,"052","Escher Wyss",1,"01","Verheiratetentarif",317,110,842
